Product ID,Product Name,Main Category,Actual Price (Rs),Discounted Price (Rs),Discount Amount (Rs),Discount %,Discount Label,Rating,Rating Count,Rating Label,Price Category,Value Score
B0B997FBZT,Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black),Electronics,"49,990.00","35,999.00","13,991.00",28.00,Medium (20-50%),4.3,"1,611",Good (4-4.5),Premium (>2000),57.00
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),Electronics,999.00,349.00,650.00,65.00,High (>50%),4.2,513,Good (4-4.5),Mid-range (500-2000),74.50
B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories,"1,499.00",719.00,780.00,52.00,High (>50%),4.1,"1,045",Good (4-4.5),Mid-range (500-2000),67.00
B08PZ6HZLT,VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),Electronics,"18,999.00","8,999.00","10,000.00",53.00,High (>50%),4.0,"6,347",Good (4-4.5),Premium (>2000),66.50
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,"2,299.00",917.00,"1,382.00",60.00,High (>50%),4.2,"3,300",Good (4-4.5),Premium (>2000),72.00
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function (Black) (Non - Voice),Electronics,999.00,399.00,600.00,60.00,High (>50%),3.3,23,Average (3-4),Mid-range (500-2000),63.00
B092BL5DCX,Samsung 138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED TV UA55AUE60AKLXL (Black),Electronics,"69,900.00","45,999.00","23,901.00",34.00,Medium (20-50%),4.3,"7,109",Good (4-4.5),Premium (>2000),60.00
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories,299.00,119.00,180.00,60.00,High (>50%),3.8,51,Average (3-4),Budget (<500),68.00
B09HQSV46W,Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black),Electronics,"29,999.00","21,999.00","8,000.00",27.00,Medium (20-50%),4.2,"32,840",Good (4-4.5),Premium (>2000),55.50
B08TZD7FQN,"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",Electronics,599.00,299.00,300.00,50.00,Medium (20-50%),3.7,708,Average (3-4),Mid-range (500-2000),62.00
B0B21XL94T,Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver),Electronics,"34,990.00","21,990.00","13,000.00",37.00,Medium (20-50%),4.3,"1,657",Good (4-4.5),Premium (>2000),61.50
B09PTT8DZF,"Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1.2m cable with 4A Fast charging & 480 MBPS data transmission, certified 10000+ bend lifespan, Metallic Grey",Computers&Accessories,670.00,417.44,252.56,38.00,Medium (20-50%),3.9,523,Average (3-4),Mid-range (500-2000),58.00
B0B94JPY2N,"Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,999.00,199.00,800.00,80.00,High (>50%),3.0,"4,664",Average (3-4),Mid-range (500-2000),70.00
B0B3XXSB1K,LG 139 cm (55 inches) 4K Ultra HD Smart LED TV 55UQ7500PSF (Ceramic Black),Electronics,"79,990.00","47,990.00","32,000.00",40.00,Medium (20-50%),4.3,"1,376",Good (4-4.5),Premium (>2000),63.00
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Electronics,499.00,215.00,284.00,57.00,High (>50%),3.5,121,Average (3-4),Budget (<500),63.50
B0B4T8RSJ1,"pTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mbps Data Sync, Durable 1-Meter Long USB Cable for Smartphone, Type-C USB Devices (White)",Computers&Accessories,800.00,99.00,701.00,88.00,High (>50%),3.9,"1,075",Average (3-4),Mid-range (500-2000),83.00
B0B7B9V9QP,VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),Electronics,"35,000.00","18,999.00","16,001.00",46.00,Medium (20-50%),4.0,"1,001",Good (4-4.5),Premium (>2000),63.00
B08XXVXP3J,"Storite Super Speed USB 3.0 Male to Male Cable for Hard Drive Enclosures, Laptop Cooling Pad, DVD Players(60cm,Black)",Computers&Accessories,999.00,249.00,750.00,75.00,High (>50%),4.3,112,Good (4-4.5),Mid-range (500-2000),80.50
B06XGWRKYT,Kodak 80 cm (32 Inches) HD Ready LED TV Kodak 32HDX900S (Black),Electronics,"15,999.00","7,999.00","8,000.00",50.00,Medium (20-50%),3.8,"3,022",Average (3-4),Premium (>2000),63.00
B07CWDX49D,"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable, Charging Adapter, Smartphone 6 feet, Dark Grey",Computers&Accessories,"1,600.00",649.00,951.00,59.00,High (>50%),4.3,"5,451",Good (4-4.5),Mid-range (500-2000),72.50
B09TY4MSH3,Firestick Remote,Electronics,"2,499.00","1,289.00","1,210.00",48.00,Medium (20-50%),3.3,73,Average (3-4),Premium (>2000),57.00
B07RY2X9MP,"AmazonBasics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord (10-Foot, Dark Grey)",Electronics,"1,500.00",609.00,891.00,59.00,High (>50%),4.5,"1,029",Excellent (>=4.5),Mid-range (500-2000),74.50
B0B2C5MJN6,Hisense 126 cm (50 inches) Bezelless Series 4K Ultra HD Smart LED Google TV 50A6H (Black),Electronics,"54,990.00","32,990.00","22,000.00",40.00,Medium (20-50%),4.1,"1,555",Good (4-4.5),Premium (>2000),61.00
B0BBMGLQDW,"Tuarso 8K HDMI 2.1 Cable 48Gbps , 1.5 Meter High-Speed Braided HDMI Cable ( 8K@60HZ、4K@120HZ、2K@240HZ ) HDMI 2.1 Cable Compatible with Monitors , Television , Laptops , Projectors , Game Consoles and more with HDMI Ports Device",Electronics,"1,999.00",599.00,"1,400.00",70.00,High (>50%),4.2,47,Good (4-4.5),Mid-range (500-2000),77.00
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2.0 Cable - 6 Inches (15.2 Centimeters) - White,Computers&Accessories,899.00,349.00,550.00,61.00,High (>50%),4.1,"14,896",Good (4-4.5),Mid-range (500-2000),71.50
B08XXF5V6G,Kodak 139 cm (55 inches) 4K Ultra HD Smart LED TV 55CA0909 (Black),Electronics,"50,999.00","29,999.00","21,000.00",41.00,Medium (20-50%),4.4,"1,712",Good (4-4.5),Premium (>2000),64.50
B09HK9JH4F,"Smashtronics® - Case for Firetv Remote, Fire Stick Remote Cover Case, Silicone Cover for TV Firestick 4K/TV 2nd Gen(3rd Gen) Remote Control - Light Weight/Anti Slip/Shockproof (Black)",Electronics,399.00,199.00,200.00,50.00,Medium (20-50%),4.2,"1,335",Good (4-4.5),Budget (<500),67.00
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,699.00,349.00,350.00,50.00,Medium (20-50%),3.9,214,Average (3-4),Mid-range (500-2000),64.00
B09HN7LD5L,"PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",Electronics,"4,500.00","1,850.00","2,650.00",59.00,High (>50%),4.0,184,Good (4-4.5),Premium (>2000),69.50
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),Electronics,"28,900.00","13,990.00","14,910.00",52.00,High (>50%),4.5,7,Excellent (>=4.5),Premium (>2000),71.00
B0941392C8,"Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable, White",Computers&Accessories,449.00,129.00,320.00,71.00,High (>50%),3.7,41,Average (3-4),Budget (<500),72.50
B01M5967SY,"TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10.2Gbps, 3D, 4K, HD 1080P (10 Ft/ 3 M)",Electronics,999.00,379.00,620.00,62.00,High (>50%),4.2,"12,153",Good (4-4.5),Mid-range (500-2000),73.00
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1.4 - Supports Full HD 1080p (Color May Vary),Electronics,499.00,185.00,314.00,63.00,High (>50%),4.2,25,Good (4-4.5),Budget (<500),73.50
B08G43CCLC,"NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop, (Support- Windows XP/7/8/10 & MAC OS) NOt Support to DVR and HDTV",Computers&Accessories,999.00,218.00,781.00,78.00,High (>50%),4.2,163,Good (4-4.5),Mid-range (500-2000),81.00
B0B61GCHC1,"LS LAPSTER Quality Assured USB 2.0 morpho cable, morpho device cable for Mso 1300 E3/E2/E Biometric Finger Print Scanner morpho USB cable (Black)",Computers&Accessories,999.00,199.00,800.00,80.00,High (>50%),4.3,87,Good (4-4.5),Mid-range (500-2000),83.00
B07RX14W1Q,"Amazon Basics 10.2 Gbps High-Speed 4K HDMI Cable with Braided Cord, 1.8 Meter, Dark Grey",Electronics,900.00,499.00,401.00,45.00,Medium (20-50%),4.4,"2,165",Good (4-4.5),Mid-range (500-2000),66.50
B09PLD9TCD,Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black),Electronics,"42,999.00","26,999.00","16,000.00",37.00,Medium (20-50%),4.2,"1,510",Good (4-4.5),Premium (>2000),60.50
B0B8ZKWGKD,"ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,A Space-Saving Solution with Cord Management for Your Smart Home Speakers -White (Holder Only)",Electronics,"1,052.00",893.00,159.00,15.00,Low (<20%),4.3,106,Good (4-4.5),Mid-range (500-2000),50.50
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,Electronics,"19,990.00","10,990.00","9,000.00",45.00,Medium (20-50%),3.7,129,Average (3-4),Premium (>2000),59.50
B08H5L8V1L,"Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)",Computers&Accessories,"1,099.00",379.00,720.00,66.00,High (>50%),4.3,"3,049",Good (4-4.5),Mid-range (500-2000),76.00
B0B8CXTTG3,MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black),Electronics,"25,999.00","16,999.00","9,000.00",35.00,Medium (20-50%),4.2,"32,840",Good (4-4.5),Premium (>2000),59.50
B09HCH3JZG,"Bestor ® 8K Hdmi 2.1 Cable 48Gbps 9.80Ft/Ultra High Speed Hdmi Braided Cord For Roku Tv/Ps5/Hdtv/Blu-Ray Projector, Laptop, Television, Personal Computer, Xbox, Ps4, Ps5, Ps4 Pro (1 M, Grey)",Electronics,"1,899.00",699.00,"1,200.00",63.00,High (>50%),4.4,390,Good (4-4.5),Mid-range (500-2000),75.50
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),Electronics,"3,500.00","2,699.00",801.00,23.00,Medium (20-50%),3.5,621,Average (3-4),Premium (>2000),46.50
B09SB6SJB4,"Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam, Suitable For All Supported Mobile Phones (1 Meter, Black)",Computers&Accessories,599.00,129.00,470.00,78.00,High (>50%),4.1,265,Good (4-4.5),Mid-range (500-2000),80.00
B08NW8GHCJ,"Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)",Computers&Accessories,999.00,389.00,610.00,61.00,High (>50%),4.3,838,Good (4-4.5),Mid-range (500-2000),73.50
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV and Mi TV Stick/MI Box S / 3S / MI 4X / 4A Smart LED TV (Black),Electronics,600.00,246.00,354.00,59.00,High (>50%),4.2,143,Good (4-4.5),Mid-range (500-2000),71.50
B08G1RW2Q3,"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",Computers&Accessories,799.00,299.00,500.00,63.00,High (>50%),4.0,151,Good (4-4.5),Mid-range (500-2000),71.50
B08YXJJW8H,"LUNAGARIYA®, Protective Case Compatible with JIO Settop Box Remote Control,PU Leather Cover Holder (Before Placing Order,Please Compare The Dimensions of The Product with Your Remote)",Electronics,399.00,247.00,152.00,38.00,Medium (20-50%),3.9,200,Average (3-4),Budget (<500),58.00
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,"2,999.00","1,369.00","1,630.00",54.00,High (>50%),3.3,227,Average (3-4),Premium (>2000),60.00
B08BG4M4N7,"PRUSHTI COVER AND BAGS, Protective Case for Airtel Xstream settop Box Remote Remote Control Pouch Cover Holder PU Leather Cover Holder(only Cover for Selling Purpose)",Electronics,499.00,199.00,300.00,60.00,High (>50%),3.8,538,Average (3-4),Budget (<500),68.00
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),Electronics,599.00,299.00,300.00,50.00,Medium (20-50%),4.0,171,Good (4-4.5),Mid-range (500-2000),65.00
B084872DQY,Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black),Electronics,"14,999.00","14,999.00",0.00,0.00,Low (<20%),4.3,"27,508",Good (4-4.5),Premium (>2000),43.00
B00GGGOYEU,Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers (150cm - 1.5M),Computers&Accessories,699.00,299.00,400.00,57.00,High (>50%),3.9,"1,454",Average (3-4),Mid-range (500-2000),67.50
B08FD2VSD9,TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black),Electronics,"51,990.00","24,990.00","27,000.00",52.00,High (>50%),4.2,"2,951",Good (4-4.5),Premium (>2000),68.00
B0BQRJ3C47,"REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Type C Fast Charging Cord Compatible with iPhone 14/13/13 pro/Max/12/11/X/XS/XR/8, Supports Power Delivery - White",Computers&Accessories,999.00,249.00,750.00,75.00,High (>50%),5.0,"4,664",Excellent (>=4.5),Mid-range (500-2000),87.50
B095JPKPH3,OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black),Electronics,"69,999.00","61,999.00","8,000.00",11.00,Low (<20%),4.1,"6,753",Good (4-4.5),Premium (>2000),46.50
B087JWLZ2K,AmazonBasics 108 cm (43 inches) 4K Ultra HD Smart LED Fire TV AB43U20PS (Black),Electronics,"50,000.00","24,499.00","25,501.00",51.00,High (>50%),3.9,"3,518",Average (3-4),Premium (>2000),64.50
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),Electronics,"19,499.00","10,499.00","9,000.00",46.00,Medium (20-50%),4.2,"1,510",Good (4-4.5),Premium (>2000),65.00
B08V9C4B1J,"Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)",Computers&Accessories,999.00,349.00,650.00,65.00,High (>50%),4.3,838,Good (4-4.5),Mid-range (500-2000),75.50
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,499.00,197.00,302.00,61.00,High (>50%),3.8,136,Average (3-4),Budget (<500),68.50
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation (6 Months Pack),Electronics,"2,499.00","1,299.00","1,200.00",48.00,Medium (20-50%),4.3,301,Good (4-4.5),Premium (>2000),67.00
B086JTMRYL,"ESR USB C to Lightning Cable, 10 ft (3 m), MFi-Certified, Braided Nylon Power Delivery Fast Charging for iPhone 14/14 Plus/14 Pro/14 Pro Max, iPhone 13/12/11/X/8 Series, Use with Type-C Chargers, Black",Computers&Accessories,"1,899.00","1,519.00",380.00,20.00,Medium (20-50%),4.4,"19,763",Good (4-4.5),Mid-range (500-2000),54.00
B09RWQ7YR6,MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey),Electronics,"69,999.00","46,999.00","23,000.00",33.00,Medium (20-50%),4.3,"21,252",Good (4-4.5),Premium (>2000),59.50
B00OFM6PEO,"Storite USB Extension Cable USB 3.0 Male to Female Extension Cable High Speed 5GBps Extension Cable Data Transfer for Keyboard, Mouse, Flash Drive, Hard Drive, Printer and More- 1.5M - Blue",Computers&Accessories,799.00,299.00,500.00,63.00,High (>50%),4.3,"1,902",Good (4-4.5),Mid-range (500-2000),74.50
B0BF57RN3K,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,"19,999.00","1,799.00","18,200.00",91.00,High (>50%),4.2,"13,937",Good (4-4.5),Premium (>2000),87.50
B0B3RRWSF6,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.3"",120+ Sports Modes, 240*240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating",Electronics,"9,999.00","1,998.00","8,001.00",80.00,High (>50%),4.3,"27,696",Good (4-4.5),Premium (>2000),83.00
B0B5B6PQCT,"boAt Wave Call Smart Watch, Smart Talk with Advanced Dedicated Bluetooth Calling Chip, 1.69” HD Display with 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Active Black)",Electronics,"7,990.00","1,999.00","5,991.00",75.00,High (>50%),3.8,"17,831",Average (3-4),Premium (>2000),75.50
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics,"2,199.00","2,049.00",150.00,7.00,Low (<20%),4.3,"4,664",Good (4-4.5),Premium (>2000),46.50
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,"8,999.00","6,499.00","2,500.00",28.00,Medium (20-50%),4.0,"7,807",Good (4-4.5),Premium (>2000),54.00
B0B3CPQ5PF,"OnePlus Nord 2T 5G (Jade Fog, 8GB RAM, 128GB Storage)",Electronics,"28,999.00","28,999.00",0.00,0.00,Low (<20%),4.3,"17,415",Good (4-4.5),Premium (>2000),43.00
B0B3CQBRB4,"OnePlus Nord 2T 5G (Gray Shadow, 8GB RAM, 128GB Storage)",Electronics,"28,999.00","28,999.00",0.00,0.00,Low (<20%),4.3,"17,415",Good (4-4.5),Premium (>2000),43.00
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,"8,999.00","6,499.00","2,500.00",28.00,Medium (20-50%),4.0,"7,807",Good (4-4.5),Premium (>2000),54.00
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,"8,999.00","6,499.00","2,500.00",28.00,Medium (20-50%),4.0,"7,807",Good (4-4.5),Premium (>2000),54.00
B0BDRVFDKP,"SanDisk Ultra® microSDXC™ UHS-I Card, 64GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,"1,000.00",569.00,431.00,43.00,Medium (20-50%),4.4,"67,259",Good (4-4.5),Mid-range (500-2000),65.50
B0B5LVS732,"Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1.69"" Display, 550 NITS, 150+ Cloud Watch Face, SPo2, Heart Rate Tracking, 100 Sports Mode with Auto Detection, Longer Battery (Jet Black)",Electronics,"4,999.00","1,898.00","3,101.00",62.00,High (>50%),4.1,"10,689",Good (4-4.5),Premium (>2000),72.00
B09V2Q4QVQ,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",Electronics,"1,599.00","1,299.00",300.00,19.00,Low (<20%),4.0,"4,664",Good (4-4.5),Mid-range (500-2000),49.50
B09V12K8NT,"boAt Wave Lite Smartwatch with 1.69"" HD Display, Sleek Metal Body, HR & SpO2 Level Monitor, 140+ Watch Faces, Activity Tracker, Multiple Sports Modes, IP68 & 7 Days Battery Life(Active Black)",Electronics,"6,990.00","1,499.00","5,491.00",79.00,High (>50%),3.9,"21,796",Average (3-4),Premium (>2000),78.50
B01DEWVZ2C,"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",Electronics,999.00,599.00,400.00,40.00,Medium (20-50%),4.1,"4,664",Good (4-4.5),Mid-range (500-2000),61.00
B0BMGB3CH9,"Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,"11,999.00","9,499.00","2,500.00",21.00,Medium (20-50%),4.2,284,Good (4-4.5),Premium (>2000),52.50
B08D77XZX5,"PTron Tangentbeat in-Ear Bluetooth 5.0 Wireless Headphones with Mic, Enhanced Bass, 10mm Drivers, Clear Calls, Snug-Fit, Fast Charging, Magnetic Buds, Voice Assistant & IPX4 Wireless Neckband (Black)",Electronics,"2,499.00",599.00,"1,900.00",76.00,High (>50%),3.9,"58,162",Average (3-4),Premium (>2000),77.00
B09XB8GFBQ,"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",Electronics,"11,999.00","8,999.00","3,000.00",25.00,Medium (20-50%),4.0,"12,796",Good (4-4.5),Premium (>2000),52.50
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",Electronics,"1,299.00",349.00,950.00,73.00,High (>50%),4.0,"14,282",Good (4-4.5),Mid-range (500-2000),76.50
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic(Taffy Pink),Electronics,999.00,349.00,650.00,65.00,High (>50%),4.1,"4,664",Good (4-4.5),Mid-range (500-2000),73.50
B0BDYVC5TD,"SanDisk Ultra® microSDXC™ UHS-I Card, 128GB, 140MB/s R, 10 Y Warranty, for Smartphones",Electronics,"1,800.00",959.00,841.00,47.00,Medium (20-50%),4.4,"67,259",Good (4-4.5),Mid-range (500-2000),67.50
B0BMGB2TPR,"Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",Electronics,"11,999.00","9,499.00","2,500.00",21.00,Medium (20-50%),4.2,284,Good (4-4.5),Premium (>2000),52.50
B08MC57J31,"MI 10000mAh Lithium Ion, Lithium Polymer Power Bank Pocket Pro with 22.5 Watt Fast Charging, Dual Input Ports(Micro-USB and Type C), Triple Output Ports, (Black)",Electronics,"2,499.00","1,499.00","1,000.00",40.00,Medium (20-50%),4.3,"15,970",Good (4-4.5),Premium (>2000),63.00
B08HVL8QN3,"Mi 10000mAH Li-Polymer, Micro-USB and Type C Input Port, Power Bank 3i with 18W Fast Charging (Midnight Black)",Electronics,"2,199.00","1,149.00","1,050.00",48.00,Medium (20-50%),4.3,"4,664",Good (4-4.5),Premium (>2000),67.00
B0746JGVDS,"ELV Car Mount Adjustable Car Phone Holder Universal Long Arm, Windshield for Smartphones - Black",Electronics,999.00,349.00,650.00,65.00,High (>50%),3.9,"46,399",Average (3-4),Mid-range (500-2000),71.50
B08VFF6JQ8,Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics,"1,699.00","1,219.00",480.00,28.00,Medium (20-50%),4.4,"8,891",Good (4-4.5),Mid-range (500-2000),58.00
B09NVPSCQT,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Electronics,"3,999.00","1,599.00","2,400.00",60.00,High (>50%),4.0,"30,254",Good (4-4.5),Premium (>2000),70.00
B09YV4RG4D,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics,"7,999.00","1,499.00","6,500.00",81.00,High (>50%),4.2,"22,636",Good (4-4.5),Premium (>2000),82.50
B09TWHTBKQ,"Samsung Galaxy M33 5G (Mystique Green, 8GB, 128GB Storage) | 6000mAh Battery | Upto 16GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,"25,999.00","18,499.00","7,500.00",29.00,Medium (20-50%),4.1,"22,318",Good (4-4.5),Premium (>2000),55.50
B08L5HMJVW,"SanDisk Ultra microSD UHS-I Card 32GB, 120MB/s R",Electronics,700.00,369.00,331.00,47.00,Medium (20-50%),4.4,"67,259",Good (4-4.5),Mid-range (500-2000),67.50
B0B4F2XCK3,"Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics,"17,999.00","12,999.00","5,000.00",28.00,Medium (20-50%),4.1,"18,998",Good (4-4.5),Premium (>2000),55.00
B0BF54972T,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,"19,999.00","1,799.00","18,200.00",91.00,High (>50%),4.2,"13,937",Good (4-4.5),Premium (>2000),87.50
B09YV4MW2T,"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics,"9,999.00","2,199.00","7,800.00",78.00,High (>50%),4.2,"29,471",Good (4-4.5),Premium (>2000),81.00
B09TWH8YHM,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics,"24,999.00","16,999.00","8,000.00",32.00,Medium (20-50%),4.1,"22,318",Good (4-4.5),Premium (>2000),57.00
B07WGMMQGP,"iQOO vivo Z6 5G (Chromatic Blue, 6GB RAM, 128GB Storage) | Snapdragon 695-6nm Processor | 120Hz FHD+ Display | 5000mAh Battery",Electronics,"20,999.00","16,499.00","4,500.00",21.00,Medium (20-50%),4.0,"21,350",Good (4-4.5),Premium (>2000),50.50
B0BF563HB4,"Fire-Boltt Ninja Call Pro Plus 1.83"" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",Electronics,"19,999.00","1,799.00","18,200.00",91.00,High (>50%),4.2,"13,937",Good (4-4.5),Premium (>2000),87.50
